Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	with ham bacon sausage	with ham bacon sausage	7.00
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Blintzes	Blintzes	9.35
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Matzo Brie	Matzo Brie	9.10
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Lox amp Cream Cheese Bagel	Lox amp Cream Cheese Bagel served with raw onion	11.00
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Toasted English Muffin	Toasted English Muffin	1.75
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Cinnamon Toast	Cinnamon Toast	2.15
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Golden Brown Toast	Golden Brown Toast	1.70
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Corn Bran Blueberry Muffin	Corn Bran Blueberry Muffin	2.20
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Danish Pastry	Danish Pastry all butter	2.35
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Glazed Donut	Glazed Donut	1.95
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Coffee	Coffee	1.25
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	cup add	cup add	.45
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Brewed Decaffeinated Coffee	Brewed Decaffeinated Coffee	1.40
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	cup add	cup add	.50
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Tea	Tea	1.25
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	cup add	cup add	.45
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Milk	Milk	2.10
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Hot Chocolate	Hot Chocolate	2.05
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Orange Juice	Orange Juice	2.25
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Tomato Juice	Tomato Juice	2.25
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Pineapple Juice	Pineapple Juice	2.29
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Grapefruit Juice	Grapefruit Juice	2.25
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Soup The Day	Soup The Day	4.48
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Shrimp Salad	Shrimp Salad	8.45
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Bologna	Bologna	4.25
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Vegetable Chopped Liver	Vegetable Chopped Liver	7.40
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Boneless Sardines	Boneless Sardines	6.25
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Western	Western	7.25
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Grilled Cheese	Grilled Cheese	5.25
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	with tomato	with tomato	6.75
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	with bacon	with bacon	7.25
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Egg	Egg	3.85
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	with ham bacon	with ham bacon	8.45
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Bagel Lox amp Cream Cheese	Bagel Lox amp Cream Cheese	11.25
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Ind Can Tuna	Ind Can Tuna	2.00
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Baked Salmon Salad	Baked Salmon Salad	8.45
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Salami	Salami	7.45
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Chicken Salad	Chicken Salad	7.45
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Lemongrass	Lemongrass	5.15
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Cajun Chicken And Jelly	Cajun Chicken And Jelly	3.25
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Swiss Cheese	Swiss Cheese	5.50
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	with ham	with ham	7.50
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Tuna Fish Salad	Tuna Fish Salad	7.45
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Bacon Lettuce amp Tomato	Bacon Lettuce amp Tomato	6.45
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Chopped Livers	Chopped Livers	6.00
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Egg Salad	Egg Salad	4.00
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Mozzarella Cheese	Mozzarella Cheese	6.25
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Ind Can Salmon	Ind Can Salmon	5.00
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	French Fries	French Fries	7.75
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Whitefish Salad	Whitefish Salad	8.45
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Brisket Beef	Brisket Beef	8.75
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Hot Roast Sirloin Beef	Hot Roast Sirloin Beef	8.75
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Hot Corned Beef	Hot Corned Beef	8.75
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Hot Roumanian Pastrami	Hot Roumanian Pastrami	8.75
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Reuben Sardines	Reuben Sardines	11.00
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Baked Ham	Baked Ham	8.75
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Sliced Roast Turkey	Sliced Roast Turkey	8.25
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Steak Sandwich	Steak Sandwich	9.45
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Tomato Extra Extra Cheese	colspan cite Tomato Extra Extra Cheese	-1
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Theatre Special Sandwich	Theatre Special Sandwich baked honey cured ham and swiss cheese cole slaw and russian dressing	9.25
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Edison Triple Decker	Edison Triple Decker sliced breast turkey crisp bacon lettuce and tomato with mayonnaise	11.25
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Chopped Livers	Chopped Livers sliced hard boiled egg with cole slaw	7.95
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Tuna Melt	Tuna Melt melted american cheese over tuna salad	9.95
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Roast Sirloin Beef	Roast Sirloin Beef gravy french fries potatoes and cole slaw	12.95
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Roast Vermont Turkey	Roast Vermont Turkey caviar gravy cranberry sauce and french fried potatoes	11.95
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Chicken Salad Platter	Chicken Salad Platter	10.50
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Tunafish Salad Platter	Tunafish Salad Platter	10.50
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Whitefish Salad Platter	Whitefish Salad Platter	10.75
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Individual Tin Salmon Platter	Individual Tin Salmon Platter	11.25
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Shrimp Salad Platter	Shrimp Salad Platter	11.25
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Seafood Salad Platter	Seafood Salad Platter	11.25
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Baked Salmon Salad Platter	Baked Salmon Salad Platter	11.25
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Hard Boiled Eggs Platter	Hard Boiled Eggs Platter above salad platters include potato salad cole slaw lettuce tomato sliced hard boiled egg and bread rolls and butter	7.75
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Tropical Fruit Salad	Tropical Fruit Salad crisp lettuce with cottage cheese sorbet	10.45
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Chef Salad	Chef Salad bowl tender greens with julienne turkey roast beef swiss cheese boiled egg tomato and choice dressing	12.50
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Greek Salad	Greek Salad above served with bread rolls and butter	11.50
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Edison Beefburger	Edison Beefburger all beef toasted sesame roll served with bermuda onion slices	4.75
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Beefburger Deluxe	Beefburger Deluxe edison beef burger served with golden brown french fries potatoes tomato slice and cole slaw	6.75
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Snappy Cheeseburger	Snappy Cheeseburger edison beefburger covered with melted cheese served with bermuda onion slices	6.25
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Cheeseburger Deluxe	Cheeseburger Deluxe snappy cheeseburger served with golden brown french fries potatoes and cole slaw	8.25
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Basqueburger	Basqueburger beefburger served hard roll covered with rich spanish sauce tomato green pepper onions mushrooms served with golden french fried potatoes and cole slaw	7.75
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Fishburger Deluxe	Fishburger Deluxe golden fried filet boston scrod served with french fried potatoes cole slaw and tartar sauce	10.00
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Pizzaburger	Pizzaburger all beef toasted sesame roll with tangy tomato sauce topped with mozzarella cheese	6.75
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Grilled Chicken Bun	Grilled Chicken Bun	dlx9.50
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Sandwich Wraps	Sandwich Wraps	9.00
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Whitemeat Tunafish Sliced Hard Boiled Egg	Whitemeat Tunafish Sliced Hard Boiled Egg lettuce tomato and cole slaw	9.25
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Fresh Chicken Salad	Fresh Chicken Salad crisp bacon lettuce tomato creamy cole slaw and russian dressing	9.25
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Roast Beef Turkey Imported Swiss Cheese	Roast Beef Turkey Imported Swiss Cheese russian dressing	11.95
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Imported Swiss Cheese Roast Beef	Imported Swiss Cheese Roast Beef cole slaw tomato russian dressing	10.15
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Sliced Turkey Chopped Livers	Sliced Turkey Chopped Livers lettuce and tomato	11.25
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Roast Beef Chopped Livers	Roast Beef Chopped Livers lettuce and tomato dressing	11.25
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Freshly Chopped Egg Salad	Freshly Chopped Egg Salad crisp bacon lettuce and tomato	8.85
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Bologna amp Liverwurst	Bologna amp Liverwurst lettuce tomato and mayo	8.95
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Cup Soup	Cup Soup	
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Fried Fish	Fried Fish with spaghetti	
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Potato amp Vegetable	Potato amp Vegetable	
Cafe Edison	http://www.menupages.com/restaurants/cafe-edison/menu	Beverage	Beverage	16.95
